SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531638,SURAJ LTD   ,X ,Q,34.00,34.00,34.00,34.00,34.00,32.50,1,1,34.00,
531642,MARICOLTD   ,A ,Q,363.15,363.15,354.35,356.55,357.00,359.10,675,36960,13154680.00,
531644,TOKYO FINANC,X ,Q,7.80,7.80,7.80,7.80,7.80,7.90,4,2025,15795.00,
531661,HITTCO TOOLS,XT,Q,5.89,5.89,5.89,5.89,5.89,5.61,6,1025,6037.00,
531663,YUVRAAJHPL  ,XT,Q,0.72,0.72,0.72,0.72,0.72,0.72,1,5860,4219.00,
531667,SHREE SURGOV,X ,Q,22.00,22.00,22.00,22.00,22.00,21.85,2,175,3850.00,
531673,ANKA INDIA  ,XT,Q,18.50,19.15,17.55,19.00,19.00,18.30,49,7335,130729.00,
531682,CAT TECHN.  ,XT,Q,0.60,0.60,0.60,0.60,0.60,0.58,1,2000,1200.00,
531686,ADVIK LABORS,XT,Q,1.90,1.90,1.90,1.90,1.90,1.90,1,1,1.00,
531687,KARUTURI GLO,T ,Q,1.49,1.54,1.45,1.46,1.46,1.51,37,84342,123876.00,
531699,SUPER DOMEST,Z ,Q,0.51,0.51,0.51,0.51,0.51,0.53,1,50,25.00,
531717,VIDHIING    ,B ,Q,82.45,83.55,82.40,83.10,83.10,82.40,81,5181,429730.00,
531719,BHAGIRA.CHEM,X ,Q,494.00,509.90,494.00,507.75,506.00,500.00,71,6021,3025906.00,
531723,STAMPEDE CAP,T ,Q,1.92,1.92,1.75,1.75,1.75,1.84,13,3589,6304.00,
531727,MENON PISTON,X ,Q,20.20,20.25,19.00,19.95,19.95,20.25,61,15619,309179.00,
531737,GREENCREST  ,X ,Q,1.31,1.35,1.31,1.35,1.34,1.33,66,84191,111412.00,
531739,GENNEX LAB  ,X ,Q,2.65,2.75,2.60,2.70,2.70,2.75,165,221628,589174.00,
531744,GINI SILK MI,X ,Q,47.40,47.40,47.40,47.40,47.40,49.75,2,96,4550.00,
531746,PRAJAY ENGS.,B ,Q,9.10,9.65,8.61,9.25,9.30,8.99,46,21582,197736.00,
531761,APOLLOPIPES ,X ,Q,400.00,409.85,393.00,403.90,405.00,400.00,50,3426,1380283.00,
531762,UNJHA FORMUL,X ,Q,9.42,9.42,9.42,9.42,9.42,9.15,1,250,2355.00,
531768,POLY MEDICUR,B ,Q,216.05,216.05,215.05,215.95,215.05,216.15,9,338,72994.00,
531795,ATUL AUTO   ,B ,Q,340.00,340.00,335.10,336.50,336.50,335.70,17,265,89137.00,
531813,GANGAPAPERS ,XT,Q,92.00,92.00,92.00,92.00,92.00,91.25,1,7900,726800.00,
531814,TIRUPATI SAR,X ,Q,14.50,14.60,13.95,14.50,14.15,13.90,23,40498,584263.00,
531822,RODIUM      ,X ,Q,119.50,119.95,118.00,119.95,119.95,119.00,20,3915,467759.00,
531842,LAHOTI OVER.,X ,Q,21.00,21.00,19.70,20.00,20.00,20.10,15,10513,214127.00,
531845,ZENITH BIRLA,T ,Q,0.59,0.59,0.55,0.59,0.59,0.57,13,29444,17314.00,
531859,ORIENTAL VEN,X ,Q,53.00,53.00,52.30,52.30,52.30,52.30,14,1510,79217.00,
531861,JOINDRE CAPI,X ,Q,17.90,18.35,17.60,17.85,17.80,18.00,16,1267,22622.00,
531862,BHARATAGRI  ,X ,Q,113.50,113.50,109.00,111.40,111.40,111.90,6,205,22681.00,
531867,UNITECH INTE,X ,Q,6.25,6.25,6.24,6.24,6.24,6.25,4,350,2186.00,
531869,SACHETA MET.,X ,Q,19.45,21.00,19.45,20.05,20.05,19.25,213,54647,1107687.00,
531879,PIONEER DIS.,B ,Q,143.05,146.75,143.05,146.75,146.75,148.30,4,210,30403.00,
531882,KWALITYLTD  ,B ,Q,6.41,6.50,6.11,6.19,6.21,6.34,173,94959,591185.00,
531888,REXNORD ELE.,X ,Q,32.05,32.40,31.50,31.95,32.25,33.55,27,4157,132707.00,
531892,KHANDWALA SE,B ,Q,15.60,15.60,15.60,15.60,15.60,15.90,2,2,31.00,
531898,SANGUINE MD ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,1011,192.00,
531900,CCL INTER   ,X ,Q,10.00,10.00,9.50,9.50,9.50,9.70,3,995,9850.00,
531917,TWINSTAR SOF,X ,Q,1.52,1.52,1.52,1.52,1.52,1.52,1,5,7.00,
531921,AGAR IND COR,B ,Q,160.25,160.25,160.25,160.25,160.25,160.00,1,50,8012.00,
531923,DHAMPURE SGR,X ,Q,15.15,15.20,15.15,15.15,15.15,15.70,4,1175,17825.00,
531925,SHANTANU SHE,XT,Q,1.16,1.16,1.16,1.16,1.16,1.22,5,893,1035.00,
531950,VERTEX SEC. ,X ,Q,1.76,1.77,1.73,1.76,1.77,1.83,15,27301,47440.00,
531952,RIBA TEXTILS,X ,Q,86.00,86.70,84.90,85.00,84.90,86.00,42,12644,1090827.00,
531962,SHREMETAL   ,XT,Q,30.95,30.95,30.95,30.95,30.95,31.00,1,2,61.00,
531977,CHARTERLOGIS,XT,Q,6.60,6.70,6.50,6.65,6.65,6.52,22,16335,107568.00,
531978,AMBIKA COTTO,B ,Q,1130.00,1130.00,1120.00,1125.40,1120.00,1121.00,7,9,10137.00,
531979,HIND ALUMIN ,X ,Q,78.40,78.40,71.80,72.30,72.30,73.15,10,156,11430.00,
531991,AMRAWOR AGRI,XT,Q,0.27,0.27,0.27,0.27,0.27,0.27,1,10,2.00,
531996,ODYSSEY CORP,X ,Q,2.00,2.00,1.97,1.97,1.97,1.91,2,101,199.00,
532005,SAM INDUS.  ,X ,Q,12.00,12.00,12.00,12.00,12.00,12.00,1,10,120.00,
532007,SHREEVAT.FIN,XT,Q,9.20,9.20,9.20,9.20,9.20,9.20,1,6,55.00,
532015,GRAVITY (I) ,X ,Q,1.75,1.75,1.71,1.71,1.71,1.75,3,86,147.00,
532022,FILAT FASH  ,XT,Q,3.18,3.29,3.18,3.18,3.18,3.24,6,5109,16252.00,
532033,JAIN STUDIOS,Z ,Q,2.77,2.90,2.64,2.90,2.90,2.77,22,11415,30699.00,
532034,SAFALHBS    ,XT,Q,1.42,1.42,1.42,1.42,1.42,1.48,6,2406,3416.00,
532035,UNISTAR MULT,X ,Q,2.85,2.85,2.85,2.85,2.85,2.78,1,1000,2850.00,
532039,ZENOTECH    ,X ,Q,24.30,24.30,23.50,23.50,23.50,23.30,18,5101,121024.00,
532051,SWELECT     ,B ,Q,235.00,235.00,235.00,235.00,235.00,235.30,1,10,2350.00,
532053,WALLFORT FIN,X ,Q,29.20,31.75,29.20,29.50,31.30,31.40,14,1201,37617.00,
532054,KDDL LTD    ,B ,Q,431.00,431.00,431.00,431.00,431.00,435.55,1,2,862.00,
532067,KILPEST (I) ,X ,Q,84.10,91.00,82.05,84.25,84.15,87.50,61,3062,263528.00,
532072,INTER DIGI  ,X ,Q,0.15,0.15,0.15,0.15,0.15,0.15,1,200,30.00,
532081,KSERASERA   ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,11,22767,4325.00,
532090,VANDANA     ,XT,Q,0.20,0.20,0.20,0.20,0.20,0.21,5,6563,1312.00,
532097,MUKAND ENGG.,B ,Q,17.00,17.85,17.00,17.85,17.85,17.75,3,2112,36074.00,
532113,BRIJLAXMI LE,X ,Q,2.77,2.77,2.77,2.77,2.77,2.82,1,1,2.00,
532123,BSE  INFRA  ,B ,Q,2.09,2.40,1.87,2.00,2.00,2.01,20,22451,47111.00,
532129,HEXAWARE TEC,A ,Q,352.80,356.60,349.40,351.60,351.60,351.20,1706,58824,20764203.00,
532134,BANKBARODA  ,A ,Q,130.55,132.65,127.90,132.00,132.00,129.95,4630,1076246,139948124.00,
532139,G-TECH INFO.,XT,Q,1.00,1.01,1.00,1.01,1.01,1.01,3,1000,1008.00,
532141,ANDHRA CEMEN,T ,Q,5.05,5.05,4.60,4.65,4.65,4.84,46,37010,172365.00,
532143,SKM EGG PROD,B ,Q,51.00,51.00,50.05,50.30,50.30,51.25,8,584,29406.00,
532144,WELCORP     ,A ,Q,143.40,143.95,137.50,139.15,139.15,144.05,493,30288,4226552.00,
532145,H.S.(I) LTD.,X ,Q,9.25,9.25,8.60,8.60,8.60,8.92,2,201,1729.00,
532149,BNK OF INDIA,A ,Q,99.00,102.70,97.55,102.15,102.15,98.55,3442,889902,88912267.00,
532150,INDRAPRAST  ,B ,Q,39.20,39.20,38.75,38.85,38.80,39.05,22,1240,48148.00,
532155,GAIL (I) LTD,A ,Q,340.25,344.80,336.45,343.70,343.70,341.70,857,48677,16575648.00,
532156,VAIBHAVGBL  ,B ,Q,650.00,660.00,640.00,650.50,640.00,652.30,191,1272,824124.00,
532159,TRESCON     ,X ,Q,94.00,94.05,92.05,92.05,92.05,95.00,11,3092,290384.00,
532160,GUJ.STAT.FIN,XT,Q,1.32,1.32,1.32,1.32,1.32,1.38,5,2403,3171.00,
532162,JK PAPER    ,B ,Q,150.40,155.50,148.00,152.85,152.85,148.95,4431,323906,49541721.00,
532163,SAREGAMA (I),B ,Q,603.00,603.00,587.80,590.00,589.00,602.25,16,128,75701.00,
532166,ALKA SECUR. ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,900,171.00,
532172,ADROITINFO  ,T ,Q,17.75,17.75,17.75,17.75,17.75,18.65,1,100,1775.00,
532173,CYBERTECH   ,B ,Q,44.00,44.00,43.40,44.00,44.00,45.35,6,517,22739.00,
532174,ICICI BANK  ,A ,Q,387.10,398.35,387.10,396.90,396.90,387.15,5277,706478,277906554.00,
532175,CYIENT      ,A ,Q,604.00,604.80,595.90,599.60,601.00,601.60,342,5589,3351429.00,
532178,ENGINRS.(I) ,A ,Q,119.25,119.40,117.25,117.85,117.65,118.65,409,50845,5995686.00,
532179,CORPN.BANK  ,A ,Q,28.85,28.85,27.00,28.15,28.05,28.40,244,47337,1315568.00,
532180,DHANALAK.BNK,B ,Q,20.95,21.00,19.00,20.15,20.15,20.55,1303,385925,7622301.00,
532181,GUJ.MINERAL ,A ,Q,79.20,79.75,79.05,79.40,79.75,79.40,76,4695,372266.00,
532183,GAYATRI SUGR,X ,Q,2.64,2.66,2.64,2.64,2.64,2.64,7,2089,5530.00,
532187,INDUSIND BNK,A ,Q,1757.00,1772.40,1731.00,1768.15,1768.15,1751.75,2165,70151,123023450.00,
532189,INDIA TOURIS,B ,Q,273.30,279.80,273.30,278.00,278.00,276.15,106,2239,621131.00,
532209,J & K BANK  ,A ,Q,59.80,60.10,58.00,59.80,59.80,59.20,402,54042,3201701.00,
532210,CITY UNION  ,A ,Q,200.00,201.60,197.50,200.35,200.00,199.50,188,16022,3189839.00,
532212,ARCHIES LTD ,B ,Q,24.20,24.30,24.00,24.05,24.05,24.40,10,1443,34836.00,
532215,AXIS BANK   ,A ,Q,754.05,766.05,750.60,763.55,763.55,754.30,6221,216736,164061988.00,
532216,HB STOCKHOL.,B ,Q,8.25,8.25,7.91,8.10,8.10,8.23,10,1730,13950.00,
532218,SOUTH IND.BK,A ,Q,17.35,17.45,16.85,17.20,17.20,17.40,2995,2079224,35696983.00,
532219,ENERGY DEV. ,B ,Q,8.70,8.94,8.60,8.65,8.65,8.82,21,2303,20264.00,
532221,SONATA SOFT.,A ,Q,344.40,346.15,333.60,339.35,339.35,346.80,458,9789,3325239.00,
532230,BENGAL TEA &,X ,Q,38.00,38.00,38.00,38.00,38.00,38.15,1,50,1900.00,
532234,NAT.ALUM    ,A ,Q,55.65,57.20,55.25,56.50,56.50,55.85,1750,1043748,58379882.00,
532240,INDIA NIPPON,B ,Q,450.20,453.25,445.05,450.15,450.00,449.70,19,96,43232.00,
532256,NALWA SONS  ,B ,Q,1050.00,1050.00,1030.00,1032.80,1030.00,1027.00,4,19,19795.00,
532259,APAR INDUS. ,B ,Q,702.00,702.00,670.00,671.85,673.35,680.00,29,219,147648.00,
532268,ACCELYA     ,B ,Q,940.75,950.00,932.00,937.30,950.00,934.00,25,118,110776.00,
532271,CYBERMATE   ,X ,Q,1.85,1.90,1.78,1.80,1.88,1.85,26,43232,77939.00,
532275,LANDMARC LEI,XT,Q,0.35,0.35,0.35,0.35,0.35,0.34,9,24472,8565.00,
532276,SYNDICATE BN,A ,Q,41.80,42.85,41.00,42.65,42.65,41.80,730,404204,16906761.00,
532281,HCL TECHNO  ,A ,Q,1098.70,1128.50,1097.00,1118.55,1118.95,1098.80,3358,132136,147845741.00,
532282,CASTEXTECH  ,T ,Q,1.00,1.04,0.95,0.95,0.95,1.00,22,11753,11259.00,
532284,TCFC FINANCE,X ,Q,30.55,30.55,29.40,30.45,30.50,29.55,10,227,6835.00,
532285,GEOJITFSL   ,B ,Q,41.00,41.00,40.05,40.70,40.80,40.95,175,24047,978039.00,
532286,JINDAL STE  ,A ,Q,184.00,184.50,175.70,183.45,183.45,183.90,4458,835170,151113218.00,
532296,GLENMARK PHA,A ,Q,642.40,643.25,635.15,639.95,639.95,644.50,534,22193,14175498.00,
532300,WOCKHARDT   ,A ,Q,442.50,446.10,432.80,443.50,443.50,442.30,5810,478114,209795237.00,
532301,TATA COFFEE ,B ,Q,90.60,92.20,90.50,91.20,91.60,91.25,274,23341,2132513.00,
532305,IND-SWIFT LA,B ,Q,36.10,36.10,35.60,36.00,36.00,36.35,33,3688,132706.00,
532309,GEPIL       ,B ,Q,841.50,854.00,838.60,850.40,854.00,836.00,133,978,825986.00,
532310,SHREE RAMA  ,B ,Q,5.75,5.81,5.42,5.81,5.81,5.86,6,1011,5694.00,
532313,MAHINDRALIFE,A ,Q,372.45,373.20,370.05,371.90,371.90,377.65,77,1394,518285.00,
532318,GEMINI COMMU,Z ,Q,0.19,0.19,0.19,0.19,0.19,0.19,11,35962,6832.00,
532321,CADILA HEALT,A ,Q,342.80,344.85,339.50,342.05,342.05,342.80,809,42653,14579164.00,
532323,SHIVA CEMENT,X ,Q,15.50,15.60,15.05,15.35,15.40,15.25,125,49819,762233.00,
532326,INTENS TECH ,B ,Q,40.00,40.00,39.80,39.80,39.80,40.65,2,5250,209100.00,
532329,DANLAW TECH.,X ,Q,99.00,99.00,92.15,96.75,96.75,95.45,4,3077,304436.00,
532330,BIOPAC INDIA,X ,Q,5.30,5.30,4.80,4.80,4.96,5.05,23,27844,137244.00,
532331,AJANTA PHARM,A ,Q,1021.60,1025.30,1009.75,1017.70,1017.70,1019.00,456,9923,10095340.00,
532333,HB PORTFOLIO,X ,Q,26.30,26.30,24.50,24.60,24.50,26.30,24,1172,29282.00,
532334,HB ESTATE DE,X ,Q,19.50,19.50,19.05,19.05,19.05,20.05,19,983,18951.00,
532339,COMPUCOM SOF,B ,Q,9.20,9.25,9.20,9.25,9.25,9.21,6,2074,19085.00,
532341,IZMO        ,B ,Q,58.50,58.60,57.00,57.10,57.10,57.35,18,1207,69067.00,
532342,COMMEX TECH ,XT,Q,0.42,0.42,0.38,0.40,0.40,0.40,16,9070,3542.00,
532343,TVS MOTOR L ,A ,Q,481.20,483.95,474.55,481.90,483.00,481.90,696,45500,21785165.00,
532345,GATI LTD.   ,B ,Q,81.70,82.05,79.55,80.10,80.10,81.30,690,128457,10317291.00,
532348,SUBEX LTX   ,B ,Q,5.75,5.90,5.75,5.90,5.85,5.79,94,127617,745624.00,
532349,TRANSPORT CO,B ,Q,296.50,302.00,292.80,300.15,302.00,297.00,38,467,138601.00,
532350,PADMALAYA TE,XT,Q,2.14,2.14,1.94,1.94,2.14,2.04,29,2270,4407.00,
532351,AKSH OPTIFIB,B ,Q,18.50,18.65,18.30,18.45,18.50,18.45,128,69542,1280290.00,
532354,VIRGOGLOB   ,X ,Q,3.25,3.25,3.25,3.25,3.25,3.42,1,1,3.00,
532356,TRIVENI ENGG,B ,Q,62.00,64.85,60.45,63.85,63.85,61.45,561,73437,4631912.00,
532357,MUKTA ARTS  ,B ,Q,50.25,50.35,49.90,50.00,50.00,50.45,52,5317,266372.00,
532359,HITKIT GLOB ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19.00,
532362,NAGPUR POWER,X ,Q,38.20,40.00,37.90,39.55,39.95,39.85,10,468,18075.00,
532365,DYNACONS SYS,B ,Q,30.05,30.35,29.20,29.25,29.20,30.40,35,2294,67675.00,
532366,PNB GILTS   ,B ,Q,31.10,32.25,31.05,31.75,31.75,31.35,46,6896,216983.00,
532368,BCG         ,T ,Q,4.38,4.38,3.98,4.09,4.09,4.18,344,1120819,4722810.00,
532369,RAMCO INDS. ,B ,Q,208.30,211.95,205.85,211.60,211.95,209.45,37,1053,219438.00,
532370,RAMCO  SYSTM,B ,Q,243.15,247.65,237.85,238.95,238.10,244.45,174,2601,629432.00,
532371,TATA TELESER,B ,Q,3.04,3.10,3.01,3.06,3.06,3.05,184,237349,726531.00,
532372,VIRINCHI    ,X ,Q,84.50,84.50,83.10,83.45,84.00,84.25,65,8833,741232.00,
532373,WEPSOLN     ,X ,Q,21.10,22.95,21.10,22.85,22.85,23.00,7,547,12304.00,
532374,STER TECH   ,A ,Q,215.55,215.55,189.00,208.10,208.10,215.95,13103,1159884,234115917.00,
532375,TIPSINDUSTR ,B ,Q,69.05,69.05,65.15,65.15,65.15,68.35,68,3503,234312.00,
532380,BABA ARTS   ,X ,Q,3.50,4.50,3.50,3.89,3.75,4.05,25,4065,15808.00,
532382,BALAJI TELE.,B ,Q,81.05,81.05,80.15,80.50,80.75,81.10,49,2039,164136.00,
532384,TYCHE INDS  ,X ,Q,70.75,70.75,68.00,70.00,70.00,69.95,7,356,24214.00,
532386,CALIFORN.SOF,B ,Q,24.85,24.85,22.10,22.50,22.50,23.05,12,905,20568.00,
532388,INDIAN OVER.,A ,Q,15.00,15.03,14.66,14.82,14.82,14.96,118,41442,613104.00,
532390,TAJ GVK HOTL,B ,Q,224.50,225.15,220.95,223.45,222.55,227.50,60,4519,1004251.00,
532391,OPTO CIRCUIT,B ,Q,8.28,9.29,7.98,8.06,8.06,8.22,456,274505,2324546.00,
532395,AXISCADES   ,B ,Q,60.80,62.40,60.40,61.75,61.75,62.05,109,11197,687660.00,
532398,UMESL       ,B ,Q,1.41,1.41,1.30,1.30,1.30,1.35,3,1006,1417.00,
532400,BSOFT       ,A ,Q,103.00,103.10,100.55,101.15,101.50,101.70,272,14822,1500156.00,
532404,SAVEN TECHNO,X ,Q,23.20,23.20,21.25,21.30,21.30,22.20,9,420,8978.00,
532406,AVANTEL LTD ,X ,Q,215.30,223.85,215.30,217.90,217.30,222.00,15,609,132153.00,
532407,MOSCHIP SEMI,X ,Q,18.65,19.00,18.45,18.60,18.60,18.65,43,20290,380685.00,
532410,TRANSCORP IN,X ,Q,22.70,26.15,21.70,23.50,23.50,22.90,33,1869,45024.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,13075,2484.00,
532413,CEREBRA INTE,B ,Q,26.85,27.20,26.40,26.65,26.50,27.10,78,8927,238347.00,
532418,ANDHRA BANK ,A ,Q,29.55,29.90,28.60,29.35,29.35,29.80,1920,163788,4796085.00,
532419,SMARTLINK   ,B ,Q,87.50,87.50,87.50,87.50,87.50,89.00,1,25,2187.00,
532424,GODREJ CONS ,A ,Q,670.70,670.70,663.55,664.75,665.00,663.55,1096,76989,51205157.00,
532430,BF UTILI    ,B ,Q,216.00,218.95,211.00,217.30,217.30,212.70,6461,330950,71600679.00,
532432,UNITD SPR   ,B ,Q,533.00,546.00,532.55,544.25,544.25,533.00,2958,124201,67057438.00,
532435,SANINFRA    ,X ,Q,43.95,43.95,43.95,43.95,43.95,42.00,2,50,2197.00,
532439,OLECTRA     ,B ,Q,240.30,241.65,198.00,239.30,240.00,241.65,182,7560,1772244.00,
532440,MPS LTD     ,B ,Q,478.00,491.00,475.80,490.80,490.90,479.75,36,310,150887.00,
532443,CERA SANITAR,A ,Q,2874.70,2888.90,2841.00,2875.60,2885.00,2895.60,67,203,581143.00,
532444,T. SPIRITUAL,XT,Q,0.69,0.69,0.69,0.69,0.69,0.70,1,20,13.00,
532454,BHARTI ARTL ,A ,Q,358.60,361.15,341.60,351.60,351.60,354.30,4570,337746,117835306.00,
532455,SHALIMAR WIR,X ,Q,14.95,14.95,14.70,14.70,14.70,14.35,2,101,1484.00,
532456,COMPUAGE INF,B ,Q,17.95,18.25,17.75,18.00,18.00,17.65,150,12895,233063.00,
532457,GULSHAN POLY,B ,Q,54.50,54.50,53.30,53.35,53.30,54.00,17,581,31346.00,
532459,AUNDEFAZE   ,XT,Q,17.50,17.55,17.20,17.55,17.55,18.10,7,710,12248.00,
532460,PONNI SUG(ER,B ,Q,153.90,153.90,126.50,129.50,134.00,131.50,20,712,98085.00,
532461,PUNJAB NATIO,A ,Q,93.50,94.70,91.75,94.30,94.30,93.10,5530,2095634,195042404.00,
532466,ORACLE FIN  ,A ,Q,3566.05,3609.00,3547.50,3569.00,3590.00,3568.25,308,1855,6624224.00,
532467,HAZ MUL PRO ,XT,Q,0.44,0.44,0.44,0.44,0.44,0.42,3,4100,1804.00,
532468,KAMAHOLDING ,B ,Q,5700.00,5705.00,5602.00,5605.25,5605.05,5753.20,12,52,292144.00,
532475,APTECH LTD  ,B ,Q,178.50,180.65,173.80,176.95,176.95,179.00,889,50467,8920714.00,
532477,UNION BANK L,A ,Q,92.95,95.00,91.15,94.65,94.65,92.35,1930,641261,59772352.00,
532478,UNITED BREWA,A ,Q,1411.80,1429.00,1395.95,1424.05,1425.00,1411.95,502,9447,13352395.00,
532479,ISMT LTD    ,B ,Q,7.85,7.90,7.85,7.85,7.85,7.81,4,300,2357.00,
532480,ALLAHABAD BK,A ,Q,52.50,53.60,51.50,53.25,53.25,52.35,1207,484349,25386635.00,
532481,NOIDA-TOLL B,B ,Q,5.78,5.80,5.44,5.57,5.69,5.65,25,13724,76427.00,
532482,GRANULES (I),A ,Q,112.00,113.30,110.80,112.90,112.90,111.55,481,43967,4941310.00,
532483,CANARA BANK ,A ,Q,274.00,287.95,272.35,286.30,286.30,274.15,4327,628338,176716911.00,
532485,BALMER LA.IN,B ,Q,392.50,392.50,387.55,389.05,390.90,390.95,48,952,370776.00,
532486,POKARNA LTD ,B ,Q,180.45,182.00,176.05,181.00,177.00,182.20,39,578,102636.00,
532488,DIVI'S LAB. ,A ,Q,1695.40,1717.75,1686.00,1715.00,1715.00,1684.70,836,15649,26692104.00,
532493,ASTRA MICRO ,B ,Q,96.85,98.20,93.85,97.45,97.60,96.25,314,33769,3238888.00,
532497,RADICOKHAIT ,A ,Q,393.00,393.00,380.45,382.35,382.85,389.20,770,24365,9325007.00,
532498,SHRMCITYUN  ,A ,Q,1749.10,1749.10,1696.00,1720.10,1709.40,1756.75,38,94,162412.00,
532500,MARUTISUZUK ,A ,Q,7125.00,7238.00,7089.05,7218.35,7218.35,7119.85,5378,51376,367486469.00,
532503,RAJAPAMILLS ,X ,Q,824.90,825.55,820.00,820.20,820.25,820.25,53,668,548387.00,
532504,NAVIN FLUORI,A ,Q,725.05,732.00,717.45,721.55,717.45,729.40,168,1983,1437535.00,
532505,UCOBANK     ,A ,Q,18.80,19.00,18.70,18.90,18.90,18.85,169,41676,784507.00,
532507,BAG FIL MED ,B ,Q,4.90,5.05,4.86,5.03,5.03,4.93,19,4299,21235.00,
532508,JSL         ,B ,Q,41.00,41.00,39.50,40.15,40.15,41.00,165,15336,616764.00,
532509,SUPRAJIT ENG,B ,Q,239.00,239.00,233.00,234.55,234.00,236.30,66,100660,23804816.00,
532511,EXCEL CROP. ,B ,Q,3704.90,3749.70,3704.90,3738.75,3732.00,3740.80,11,50,186235.00,
532513,TVSELE      ,B ,Q,186.15,190.45,186.15,188.45,188.00,188.70,310,8758,1646646.00,
532514,INDRA GAS   ,A ,Q,315.50,316.65,308.90,310.55,310.55,314.00,984,53499,16646191.00,
532515,TV TODAY    ,B ,Q,311.00,319.90,308.10,316.60,315.00,311.10,109,7043,2228004.00,
532518,FLORENCE    ,X ,Q,1399.95,1399.95,1333.00,1333.00,1333.00,1372.65,3,3,4065.00,
532521,PALRED      ,B ,Q,31.25,31.25,31.25,31.25,31.25,32.50,2,40,1250.00,
532522,PETRONET LNG,A ,Q,237.00,241.00,235.55,240.00,240.00,237.55,1109,65637,15700353.00,
532523,BIOCON LTD. ,A ,Q,607.85,622.40,604.50,619.50,619.50,606.95,2943,94205,57988057.00,
532524,PTC INDIA   ,A ,Q,75.20,75.30,73.80,74.10,74.10,75.15,209,28424,2112893.00,
532525,BANK MAHA   ,B ,Q,14.25,14.36,13.95,14.19,14.30,14.24,127,18991,269265.00,
532527,RK FORGINGS ,B ,Q,529.15,529.15,514.25,517.95,517.00,526.30,25,286,148656.00,
532528,DATAM GLOB  ,B ,Q,103.00,104.00,101.90,102.90,102.90,102.45,225,16498,1696843.00,
532529,NDTV        ,B ,Q,36.65,36.65,34.80,36.00,36.00,35.70,13,198,7132.00,
532531,STAR        ,A ,Q,491.25,493.85,482.95,491.70,491.70,492.30,1260,55233,26954904.00,
532532,JAIPRA      ,A ,Q,5.85,5.85,5.62,5.80,5.80,5.85,54891,865200,4971325.00,
532538,ULTRATECH CM,A ,Q,4160.00,4173.10,4110.00,4164.65,4164.65,4158.95,1429,24121,99968706.00,
532539,MINDA IND   ,A ,Q,347.80,351.80,343.00,346.00,347.35,344.85,282,5534,1924215.00,
532540,TCS LTD.    ,A ,Q,2074.70,2096.10,2057.00,2088.10,2088.10,2069.75,4965,124591,259828114.00,
532541,NIITTECH    ,A ,Q,1301.50,1305.00,1285.40,1298.20,1305.00,1301.05,1411,34168,44214640.00,
532543,GULFPETRO   ,B ,Q,66.90,73.00,66.90,70.70,70.50,68.40,68,3065,215404.00,
532548,CENTURYPLY  ,A ,Q,206.10,206.10,201.55,203.00,203.00,204.30,269,17499,3559391.00,
532553,WELENT      ,B ,Q,117.40,119.40,115.10,116.05,116.05,118.25,229,16483,1929482.00,
532555,NTPC LTD    ,A ,Q,135.00,136.35,134.95,135.85,135.85,135.45,2493,1894397,256388146.00,
532604,SALSTEEL    ,B ,Q,4.70,5.28,4.70,4.94,5.19,5.20,16,316,1548.00,
532605,JBM AUTO    ,B ,Q,269.95,276.40,268.00,274.15,274.45,272.80,68,1799,486158.00,
532610,DWAR SUGAR  ,B ,Q,29.20,30.00,29.00,29.70,30.00,29.10,524,154915,4573824.00,
532612,INDOCO REM  ,B ,Q,200.00,200.00,197.00,199.60,199.90,201.85,16,274,54517.00,
532613,VIPCLOTHNG  ,B ,Q,20.30,20.35,19.95,20.00,20.00,20.40,144,14475,290307.00,
532614,IMPEX       ,T ,Q,0.45,0.45,0.43,0.43,0.43,0.43,2,1010,434.00,
532617,JETAIRWAYS  ,A ,Q,264.95,270.35,261.50,267.65,267.65,264.10,11355,1155021,307492931.00,
532621,MORARJETEX  ,B ,Q,22.70,23.75,22.70,23.55,23.55,23.30,5,1125,26492.00,
532622,GATEWAY DIST,A ,Q,139.55,140.00,136.20,138.95,138.40,138.10,317,8581,1188358.00,
532624,JINDALPH    ,B ,Q,22.95,22.95,20.60,21.50,21.50,22.30,6,404,8847.00,
532626,PONDY OXIDES,X ,Q,353.00,354.00,342.00,348.05,348.05,349.75,202,4302,1496303.00,
532627,JPPOWER     ,B ,Q,2.20,2.20,2.05,2.07,2.07,2.22,204,444386,930370.00,
532628,3I INFOTECH ,B ,Q,3.83,3.83,3.76,3.80,3.80,3.80,77,79955,302894.00,
532629,MCNALLYB    ,T ,Q,7.50,7.50,7.13,7.13,7.20,7.50,15,5386,38760.00,
532630,GOKALDAS    ,B ,Q,86.40,87.55,85.35,86.00,85.35,88.00,89,4327,374799.00,
